Object ID	Transporters	Gene	Reactions	Reaction-Direction	GO terms (molecular function)	GO terms (cellular component)	GO terms (biological process)
3-phenylpropanoate[periplasm]  ->  3-phenylpropanoate[cytosol]	putative 3-phenylpropionate transporter	hcaT	3-phenylpropanoate[periplasm]  ->  3-phenylpropanoate[cytosol]	LEFT-TO-RIGHT	lactose binding // lactose:proton symporter activity // symporter activity	integral component of plasma membrane // integral component of membrane // membrane // plasma membrane	organic substance transport // lactose transport // transmembrane transport
putrescine:proton symport	putrescine:H+ symporter PuuP	puuP	putrescine:proton symport	REVERSIBLE	solute:proton symporter activity // putrescine transmembrane transporter activity	membrane // integral component of membrane // plasma membrane	transmembrane transport // proton transmembrane transport // cellular response to DNA damage stimulus // amino acid transport // putrescine transport // putrescine catabolic process
partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine[periplasm]  ->  partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine[extracellular space]	partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine outer membrane porin	pgaA	partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine[periplasm]  ->  partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine[extracellular space]	LEFT-TO-RIGHT	poly-beta-1,6-N-acetyl-D-glucosamine transmembrane transporter activity // polysaccharide transmembrane transporter activity	integral component of membrane // membrane // integral component of cell outer membrane // cell outer membrane	anion transmembrane transport // single-species biofilm formation // polysaccharide transport
L-proline:Na<sup>+</sup> symport // propanoate[periplasm]  ->  propanoate[cytosol]	proline:Na<sup>+</sup> symporter	putP	L-proline:Na<sup>+</sup> symport // propanoate[periplasm]  ->  propanoate[cytosol]	REVERSIBLE // LEFT-TO-RIGHT	transmembrane transporter activity // symporter activity // sodium ion binding // proline:sodium symporter activity	integral component of membrane // membrane // plasma membrane // integral component of plasma membrane	proline transmembrane transport // amino acid transport // transmembrane transport // sodium ion transport // ion transport // short-chain fatty acid transport // proline transport
bicozamycin:H<sup>+</sup> antiport // drug:proton antiport	multidrug efflux pump Bcr	bcr	bicozamycin:H<sup>+</sup> antiport // drug:proton antiport	REVERSIBLE	transmembrane transporter activity // xenobiotic transmembrane transporter activity // solute:proton antiporter activity // cysteine transmembrane transporter activity // dipeptide transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	xenobiotic transport // peptide transport // protein transport // transmembrane transport // response to antibiotic // xenobiotic detoxification by transmembrane export across the plasma membrane // cysteine export across plasma membrane // dipeptide transmembrane transport
1,6-anhydro-N-acetyl-beta-muramate[periplasm]  ->  1,6-anhydro-N-acetyl-beta-muramate[cytosol] // transport of N-acetyl-D-muramate	N-acetylmuramic acid-specific PTS enzyme IICB component / anhydro-N-acetylmuramic acid transporter	murP	1,6-anhydro-N-acetyl-beta-muramate[periplasm]  ->  1,6-anhydro-N-acetyl-beta-muramate[cytosol] // transport of N-acetyl-D-muramate	LEFT-TO-RIGHT // PHYSIOL-LEFT-TO-RIGHT	protein-phosphocysteine-sugar phosphotransferase activity // kinase activity // transferase activity // protein-N(PI)-phosphohistidine-sugar phosphotransferase activity // protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity	integral component of membrane // integral component of plasma membrane // plasma membrane // membrane	phosphorylation // carbohydrate transport // carbohydrate transmembrane transport // phosphoenolpyruvate-dependent sugar phosphotransferase system
L-homoserine:proton antiport // L-threonine:proton antiport	L-threonine/L-homoserine exporter	rhtA	L-homoserine:proton antiport // L-threonine:proton antiport	REVERSIBLE	homoserine transmembrane transporter activity // secondary active transmembrane transporter activity // threonine efflux transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	transmembrane transport // amino acid transport // homoserine transport // threonine transport
fumarate:succinate antiport // malate:succinate antiport // aspartate:succinate antiport // fumarate:proton symport // succinate:tartrate antiport	anaerobic C4-dicarboxylate transporter DcuB	dcuB	fumarate:succinate antiport // malate:succinate antiport // aspartate:succinate antiport // fumarate:proton symport // succinate:tartrate antiport	REVERSIBLE	protein binding // succinate:fumarate antiporter activity // C4-dicarboxylate transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	succinate transmembrane transport // fumarate transport // anaerobic respiration // C4-dicarboxylate transport
Na<sup>+</sup>:proton antiport	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaB	nhaB	Na<sup>+</sup>:proton antiport	REVERSIBLE	antiporter activity // sodium ion transmembrane transporter activity // sodium:proton antiporter activity	membrane // integral component of membrane // integral component of plasma membrane // plasma membrane	sodium ion transmembrane transport // response to lithium ion // sodium ion transport // ion transport
acetoacetate[periplasm]  ->  acetoacetate[cytosol]	short chain fatty acid transporter	atoE	acetoacetate[periplasm]  ->  acetoacetate[cytosol]	LEFT-TO-RIGHT		integral component of membrane // membrane // plasma membrane	
L-cysteine export // <i>O</i>-acetyl-L-serine export	cysteine/<i>O</i>-acetylserine exporter EamB	eamB	L-cysteine export // <i>O</i>-acetyl-L-serine export	LEFT-TO-RIGHT	amino acid transmembrane transporter activity // efflux transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	amino acid transport // cysteine export across plasma membrane
Mn2+[periplasm]  ->  Mn2+[cytosol] // Cu2+[periplasm]  ->  Cu2+[cytosol] // Zn2+[periplasm]  ->  Zn2+[cytosol] // Cd2+[periplasm]  ->  Cd2+[cytosol] // Fe2+[periplasm]  ->  Fe2+[cytosol] // Co2+[periplasm]  ->  Co2+[cytosol]	heavy metal divalent cation transporter ZupT	zupT	Mn2+[periplasm]  ->  Mn2+[cytosol] // Cu2+[periplasm]  ->  Cu2+[cytosol] // Zn2+[periplasm]  ->  Zn2+[cytosol] // Cd2+[periplasm]  ->  Cd2+[cytosol] // Fe2+[periplasm]  ->  Fe2+[cytosol] // Co2+[periplasm]  ->  Co2+[cytosol]	LEFT-TO-RIGHT	zinc ion transmembrane transporter activity // metal ion transmembrane transporter activity // cadmium ion transmembrane transporter activity // ferrous iron transmembrane transporter activity // copper ion transmembrane transporter activity // cobalt ion transmembrane transporter activity // manganese ion transmembrane transporter activity	membrane // integral component of membrane // plasma membrane	zinc ion transmembrane transport // copper ion transmembrane transport // iron ion transmembrane transport // manganese ion transmembrane transport // transmembrane transport // metal ion transport // ion transport // zinc ion transport // cobalt ion transport // cadmium ion transmembrane transport
glycerol-3-phosphate:phosphate antiport	sn-glycerol 3-phosphate:phosphate antiporter	glpT	glycerol-3-phosphate:phosphate antiport	REVERSIBLE	transmembrane transporter activity // glycerol-3-phosphate transmembrane transporter activity // glycerol-phosphate:inorganic phosphate antiporter activity // organophosphate:inorganic phosphate antiporter activity	integral component of membrane // membrane // plasma membrane	phosphate ion transmembrane transport // transmembrane transport // glycerol metabolic process // glycerol-3-phosphate transmembrane transport // glycerol transport
L-galactonate:proton symport	galactonate:H+ symporter	lgoT	L-galactonate:proton symport	REVERSIBLE	transmembrane transporter activity	integral component of membrane // membrane // plasma membrane	carbohydrate transport // transmembrane transport // aldonate transmembrane transport
lactose:proton antiport	sugar exporter SetA	setA	lactose:proton antiport	REVERSIBLE	transmembrane transporter activity // carbohydrate:proton symporter activity	membrane // integral component of membrane // integral component of plasma membrane // plasma membrane	glucose transmembrane transport // proton transmembrane transport // carbohydrate transport // transmembrane transport // lactose transport // carbohydrate transmembrane transport // cellular response to glucose-phosphate stress
potassium:proton antiport // sodium:proton antiport	Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA	chaA	potassium:proton antiport // sodium:proton antiport	REVERSIBLE // LEFT-TO-RIGHT	antiporter activity // cation transmembrane transporter activity // potassium:proton antiporter activity // sodium:proton antiporter activity	integral component of membrane // membrane // plasma membrane // integral component of plasma membrane	anion transmembrane transport // cation transmembrane transport // potassium ion transmembrane transport // transmembrane transport // sodium ion transmembrane transport // cellular potassium ion homeostasis // cellular sodium ion homeostasis // cation transport // ion transport // response to alkaline pH
hydrophilic solute [extracellular space]  ->  hydrophilic solute [periplasm]	outer membrane porin G	ompG	hydrophilic solute [extracellular space]  ->  hydrophilic solute [periplasm]	LEFT-TO-RIGHT	porin activity // oligosaccharide transporting porin activity // maltose transporting porin activity	integral component of membrane // membrane // pore complex // cell outer membrane // integral component of cell outer membrane	oligosaccharide transport // maltose transport // ion transport // carbohydrate transmembrane transport
hydrophilic solute or ion [extracellular space]  <-->  hydrophilic solute or ion [periplasm]	outer membrane porin N	ompN	hydrophilic solute or ion [extracellular space]  <-->  hydrophilic solute or ion [periplasm]	REVERSIBLE	porin activity	pore complex // integral component of membrane // membrane // cell outer membrane	ion transmembrane transport // ion transport // carbohydrate transmembrane transport
glucoronoside:proton symport	glucuronide:H<sup>+</sup> symporter	uidB	glucoronoside:proton symport	REVERSIBLE	transmembrane transporter activity // symporter activity	integral component of plasma membrane // integral component of membrane // membrane // plasma membrane	organic substance transport // transmembrane transport // carbohydrate transport // sodium ion transport
xanthosine:proton symport	xanthosine:H+ symporter XapB	xapB	xanthosine:proton symport	REVERSIBLE	transmembrane transporter activity // uridine transmembrane transporter activity // cytidine transmembrane transporter activity // nucleoside transmembrane transporter activity // xanthosine transmembrane transporter activity	integral component of plasma membrane // integral component of membrane // membrane // plasma membrane	organic substance transport // transmembrane transport // uridine transport // cytidine transport // nucleoside transmembrane transport // xanthosine transport // nucleoside transport // nucleobase-containing small molecule metabolic process
pyruvate:proton symport	pyruvate transporter CstA	cstA	pyruvate:proton symport	REVERSIBLE	pyruvate secondary active transmembrane transporter activity	integral component of plasma membrane // integral component of membrane // membrane // plasma membrane	plasma membrane pyruvate transport // cellular response to nutrient levels // peptide transport // protein transport // cellular response to starvation
succinate:proton symport // aspartate:proton symport // fumarate:proton symport	aerobic C4-dicarboxylate transporter DauA	dauA	succinate:proton symport // aspartate:proton symport // fumarate:proton symport	REVERSIBLE	sulfate transmembrane transporter activity // secondary active sulfate transmembrane transporter activity // L-aspartate transmembrane transporter activity // succinate transmembrane transporter activity // fumarate transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	L-aspartate transmembrane transport // sulfate transmembrane transport // transmembrane transport // sulfate transport // aspartate transmembrane transport // succinate transmembrane transport // fumarate transport
4-aminobutanoate:proton symport // 5-aminopentanaote:H<sup>+</sup> symport	4-aminobutanoate:H<sup>+</sup> symporter	gabP	4-aminobutanoate:proton symport // 5-aminopentanaote:H<sup>+</sup> symport	REVERSIBLE	secondary active transmembrane transporter activity // gamma-aminobutyric acid transmembrane transporter activity	membrane // plasma membrane // integral component of membrane	transmembrane transport // gamma-aminobutyric acid catabolic process // cellular response to DNA damage stimulus // amino acid transport // cellular response to nitrogen starvation // response to carbon starvation // gamma-aminobutyric acid transport
4,6-pyr-alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und[cytosol] + H+[periplasm]  ->  4,6-pyr-alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und[periplasm] + H+[cytosol]	colanic acid repeat unit flippase	wzxC	4,6-pyr-alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und[cytosol] + H+[periplasm]  ->  4,6-pyr-alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und[periplasm] + H+[cytosol]	PHYSIOL-LEFT-TO-RIGHT		integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	lipopolysaccharide biosynthetic process // colanic acid biosynthetic process
dipeptide:proton symport // tripeptide:proton symport	dipeptide/tripeptide:H<sup>+</sup> symporter DtpA	dtpA	dipeptide:proton symport // tripeptide:proton symport	REVERSIBLE	peptide transmembrane transporter activity // transmembrane transporter activity // proton transmembrane transporter activity // dipeptide transmembrane transporter activity // peptide:proton symporter activity // tripeptide transmembrane transporter activity	membrane // integral component of membrane // integral component of plasma membrane // plasma membrane	tripeptide transport // dipeptide transport // transmembrane transport // peptide transport // protein transport // oligopeptide transport // proton transmembrane transport // tripeptide transmembrane transport // dipeptide transmembrane transport
lipid II flippase	lipid II flippase MurJ	murJ	lipid II flippase	PHYSIOL-LEFT-TO-RIGHT	cardiolipin binding // lipid-linked peptidoglycan transporter activity	integral component of membrane // membrane // division septum // integral component of plasma membrane // plasma membrane	lipid translocation // glycolipid translocation // cell wall organization // regulation of cell shape // lipid-linked peptidoglycan transport // peptidoglycan biosynthetic process
L-homoserine:proton antiport // L-homoserine lactone:proton antiport // L-threonine:proton antiport	L-homoserine/L-homoserine lactone/L-threonine exporter	rhtB	L-homoserine:proton antiport // L-homoserine lactone:proton antiport // L-threonine:proton antiport	REVERSIBLE	amino acid transmembrane transporter activity // secondary active transmembrane transporter activity // threonine efflux transmembrane transporter activity // homoserine transmembrane transporter activity	membrane // integral component of plasma membrane // plasma membrane // integral component of membrane	amino acid transmembrane transport // amino acid transport // threonine transport // homoserine transport
choline:proton symport	choline:H+ symporter	betT	choline:proton symport	REVERSIBLE	transmembrane transporter activity // choline transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	nitrogen compound transport // transmembrane transport // glycine betaine biosynthetic process from choline // cellular response to DNA damage stimulus // choline transport
adenosine:proton symport // cytidine:proton symport // thymidine:proton symport // guanosine:proton symport // deoxyadenosine:proton symport // uridine:proton symport // deoxyguanosine:proton symport // inosine:proton symport // deoxycytidine:proton symport // deoxyinosine:proton symport // ADP-glucose:proton symport	nucleoside:H<sup>+</sup> symporter NupG	nupG	adenosine:proton symport // cytidine:proton symport // thymidine:proton symport // guanosine:proton symport // deoxyadenosine:proton symport // uridine:proton symport // deoxyguanosine:proton symport // inosine:proton symport // deoxycytidine:proton symport // deoxyinosine:proton symport // ADP-glucose:proton symport	REVERSIBLE	nucleoside:proton symporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	nucleoside transmembrane transport
alanine:proton antiport	L-alanine exporter	alaE	alanine:proton antiport	REVERSIBLE	solute:proton antiporter activity // L-amino acid efflux transmembrane transporter activity	membrane // integral component of membrane // integral component of plasma membrane // plasma membrane	proton transmembrane transport // L-alpha-amino acid transmembrane transport // amino acid transport // L-alanine transport // amino acid export across plasma membrane // cellular response to stress
N,N',N''-triacetylchitotriose[extracellular space]  ->  N,N',N''-triacetylchitotriose[periplasm]	chitooligosaccharide outer membrane channel	chiP	N,N',N''-triacetylchitotriose[extracellular space]  ->  N,N',N''-triacetylchitotriose[periplasm]	PHYSIOL-LEFT-TO-RIGHT	porin activity // channel activity	membrane // pore complex // integral component of membrane // cell outer membrane	transmembrane transport // polysaccharide transport // carbohydrate transport // ion transport // oligosaccharide transport // diacetylchitobiose metabolic process
Fe<sup>2+</sup>:proton symport // Mn<sup>2+</sup>:proton symport	Mn<sup>2+</sup>/Fe<sup>2+</sup>: H<sup>+</sup> symporter MntH	mntH	Fe<sup>2+</sup>:proton symport // Mn<sup>2+</sup>:proton symport	REVERSIBLE	metal ion binding // metal ion transmembrane transporter activity // protein binding // cadmium ion transmembrane transporter activity // proton transmembrane transporter activity // manganese ion transmembrane transporter activity // symporter activity // uniporter activity	membrane // integral component of membrane // plasma membrane	cellular response to iron ion // proton transmembrane transport // manganese ion transmembrane transport // cadmium ion transmembrane transport // transmembrane transport // ion transport // metal ion transport // cadmium ion transport // iron ion transport // cobalt ion transport // cellular response to oxidative stress // manganese ion transport
a 2-acyl-1-lyso-phosphatidylethanolamine[periplasm]  <-->  a 2-acyl-1-lyso-phosphatidylethanolamine[cytosol] // a lyso-phosphatidylglycerol[periplasm]  <-->  a lyso-phosphatidylglycerol[cytosol] // a lyso-cardiolipin[periplasm]  ->  a lyso-cardiolipin[cytosol]	lysophospholipid transporter	lplT	a 2-acyl-1-lyso-phosphatidylethanolamine[periplasm]  <-->  a 2-acyl-1-lyso-phosphatidylethanolamine[cytosol] // a lyso-phosphatidylglycerol[periplasm]  <-->  a lyso-phosphatidylglycerol[cytosol] // a lyso-cardiolipin[periplasm]  ->  a lyso-cardiolipin[cytosol]	REVERSIBLE // PHYSIOL-LEFT-TO-RIGHT	transmembrane transporter activity // lysophospholipid:sodium symporter activity // lipid transporter activity	membrane // integral component of membrane // integral component of plasma membrane // plasma membrane	transmembrane transport // lysophospholipid transport // lipid transport // phospholipid translocation // glycerophospholipid metabolic process
D-gluconate:proton symport	high-affinity gluconate transporter	gntT	D-gluconate:proton symport	REVERSIBLE	gluconate transmembrane transporter activity	integral component of plasma membrane // integral component of membrane // plasma membrane // membrane	gluconate transmembrane transport // carbohydrate transport // D-gluconate catabolic process // D-gluconate metabolic process
citrate:succinate antiport	citrate:succinate antiporter	citT	citrate:succinate antiport	REVERSIBLE	transmembrane transporter activity // antiporter activity	integral component of membrane // membrane // plasma membrane	transmembrane transport
K<sup>+</sup>:proton symport	K<sup>+</sup>:H<sup>+</sup> symporter Kup	kup	K<sup>+</sup>:proton symport	REVERSIBLE	symporter activity // potassium:proton symporter activity // potassium ion transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	potassium ion transport // ion transport // cellular response to cesium ion // potassium ion transmembrane transport
shikimate:proton symport	shikimate:H+ symporter	shiA	shikimate:proton symport	REVERSIBLE	transmembrane transporter activity // symporter activity // shikimate transmembrane transporter activity	integral component of membrane // membrane // plasma membrane	transmembrane transport // shikimate transmembrane transport
nitrate:nitrite antiport	nitrate/nitrite transporter NarU	narU	nitrate:nitrite antiport	PHYSIOL-LEFT-TO-RIGHT	transmembrane transporter activity // nitrite transmembrane transporter activity // nitrate transmembrane transporter activity // nitrite efflux transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	transmembrane transport // nitrate assimilation // nitrate transport // nitrite transport
L-tyrosine:proton symport	tyrosine:H+ symporter	tyrP	L-tyrosine:proton symport	REVERSIBLE	aromatic amino acid transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	amino acid transmembrane transport // aromatic amino acid transport // amino acid transport
L-arginine[cytosol]  ->  L-arginine[periplasm] // L-canavanine[cytosol]  ->  L-canavanine[periplasm]	L-arginine exporter	argO	L-arginine[cytosol]  ->  L-arginine[periplasm] // L-canavanine[cytosol]  ->  L-canavanine[periplasm]	RIGHT-TO-LEFT // PHYSIOL-LEFT-TO-RIGHT	amino acid transmembrane transporter activity // arginine transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	amino acid transmembrane transport // arginine transport // arginine transmembrane transport // amino acid transport // L-arginine transport
phosphate:proton symport // arsenate:proton symport // calcium hydrogenphosphate:proton symport // magnesium hydrogenphosphate:proton symport	metal phosphate:H<sup>+</sup> symporter PitB	pitB	phosphate:proton symport // arsenate:proton symport // calcium hydrogenphosphate:proton symport // magnesium hydrogenphosphate:proton symport	REVERSIBLE // PHYSIOL-LEFT-TO-RIGHT	inorganic phosphate transmembrane transporter activity	membrane // integral component of plasma membrane // plasma membrane // integral component of membrane	phosphate ion transport // phosphate ion transmembrane transport
carbonylcyanide m-chlorophenylhydrazone:proton antiport // drug:proton antiport	multidrug efflux pump EmrD	emrD	carbonylcyanide m-chlorophenylhydrazone:proton antiport // drug:proton antiport	REVERSIBLE	transmembrane transporter activity // xenobiotic transmembrane transporter activity // solute:proton antiporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	xenobiotic transport // transmembrane transport // xenobiotic detoxification by transmembrane export across the plasma membrane
L-methionine:proton antiport // L-valine:proton antiport // L-isoleucine:proton antiport // L-leucine:proton antiport	L-methionine/branched chain amino acid exporter	yjeH	L-methionine:proton antiport // L-valine:proton antiport // L-isoleucine:proton antiport // L-leucine:proton antiport	REVERSIBLE	transmembrane transporter activity // L-methionine secondary active transmembrane transporter activity // neutral L-amino acid secondary active transmembrane transporter activity // L-amino acid transmembrane transporter activity	integral component of membrane // membrane // integral component of plasma membrane // plasma membrane	transmembrane transport // amino acid transport // isoleucine transmembrane transport // leucine transport // L-valine transmembrane transport // methionine transport // cellular response to amino acid stimulus
L-leucine:Na<sup>+</sup> symport // L-valine:Na<sup>+</sup> symport // L-isoleucine:Na<sup>+</sup> symport	branched chain amino acid transporter BrnQ	brnQ	L-leucine:Na<sup>+</sup> symport // L-valine:Na<sup>+</sup> symport // L-isoleucine:Na<sup>+</sup> symport	REVERSIBLE	protein binding // branched-chain amino acid transmembrane transporter activity // L-leucine transmembrane transporter activity // L-isoleucine transmembrane transporter activity // L-valine transmembrane transporter activity	membrane // integral component of membrane // plasma membrane	L-amino acid transport // cation transmembrane transport // L-valine transmembrane transport // L-alpha-amino acid transmembrane transport // branched-chain amino acid transport // amino acid transport // valine transport // leucine transport // isoleucine transport
(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[cytosol]  <-->  (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[periplasm]	autoinducer 2 exporter	tqsA	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[cytosol]  <-->  (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[periplasm]	REVERSIBLE	efflux transmembrane transporter activity	membrane // integral component of plasma membrane // plasma membrane // integral component of membrane	transmembrane transport // autoinducer AI-2 transmembrane transport // quorum sensing
Ni2+[periplasm]  ->  Ni2+[cytosol] // Co2+[periplasm]  ->  Co2+[cytosol] // Mg2+[periplasm]  ->  Mg2+[cytosol]	Ni<sup>2+</sup>/Co<sup>2+</sup>/Mg<sup>2+</sup> transporter	corA	Ni2+[periplasm]  ->  Ni2+[cytosol] // Co2+[periplasm]  ->  Co2+[cytosol] // Mg2+[periplasm]  ->  Mg2+[cytosol]	LEFT-TO-RIGHT	metal ion transmembrane transporter activity // nickel cation transmembrane transporter activity // magnesium ion transmembrane transporter activity // cobalt ion transmembrane transporter activity	plasma membrane // integral component of membrane // membrane // integral component of plasma membrane	metal ion transport // transmembrane transport // magnesium ion transmembrane transport // ion transport // nickel cation transmembrane transport // magnesium ion transport // cobalt ion transport
acriflavine efflux // ethidium export // chenodeoxycholate export // decanoate export // n-hexane export // enterobactin export	multidrug efflux pump AcrAB-TolC	 // acrA // acrB	acriflavine efflux // ethidium export // chenodeoxycholate export // decanoate export // n-hexane export // enterobactin export	PHYSIOL-LEFT-TO-RIGHT			
guanidinium:proton antiport // cetylpyridinium:H<sup>+</sup> antiport	guanidinium exporter	gdx	guanidinium:proton antiport // cetylpyridinium:H<sup>+</sup> antiport	REVERSIBLE			
